,City,Colors Reported,Shape Reported,State,Time
5899,Cape Canaveral,Red,RECTANGLE,FL,7/26/1988 22:00
5900,Ft. Stewart,Red,LIGHT,GA,8/1/1988 0:00
5901,Rachel,Red,DISK,NV,8/1/1988 1:30
5902,North Hampton,Red,RECTANGLE,NH,8/1/1988 2:00
5903,Tecate,Red,LIGHT,CA,8/1/1988 5:30
5904,Bastrop,Red,SPHERE,TX,8/1/1988 11:00
5905,West New York,Red,SPHERE,NJ,8/1/1988 13:30
5906,Sacramento,Red,DISK,CA,8/1/1988 19:00
5907,Danbury,Red,CIRCLE,CT,8/1/1988 22:00
5908,Holbrook,Red,CIRCLE,NY,8/1/1988 23:00
5909,Clinton,Red,CIRCLE,MS,8/2/1988 20:00
5910,Posen,Red,FIREBALL,MI,8/5/1988 23:00
5911,Basking Ridge,Red,CHEVRON,NJ,8/7/1988 15:30
5912,Shobonier,Red,OTHER,IL,8/8/1988 18:00
5913,Plymouth,Red,TRIANGLE,OH,8/8/1988 22:00
5914,Benton,Red,SPHERE,ME,8/8/1988 23:00
5915,Denver,Red,OTHER,CO,8/10/1988 0:05
5916,Whitmire,Red,OTHER,SC,8/10/1988 6:00
5917,Jamesville,BLUE,LIGHT,NY,8/10/1988 16:08
5918,Johnstown,Red,TRIANGLE,PA,8/10/1988 22:30
5919,Union,Red,DISK,SC,8/12/1988 19:00
5920,Methuen,Red,LIGHT,MA,8/13/1988 2:00
5921,Union,Red,DISK,SC,8/15/1988 0:00
5922,St. Charles,Red,OVAL,MO,8/15/1988 1:00
5923,Walker Valle,Red,LIGHT,NY,8/15/1988 14:00
5924,Highlands,Red,RECTANGLE,NC,8/15/1988 21:00
5925,Mendham,ORANGE,FIREBALL,NJ,8/15/1988 21:30
5926,Azucena,Red,DIAMOND,LA,8/15/1988 22:00
5927,Ceres,Red,TRIANGLE,CA,8/15/1988 22:00
5928,Seabrook,Red,TRIANGLE,NH,8/15/1988 22:00
5929,Sutcliff,Red,LIGHT,NV,8/15/1988 22:00
5930,West Milford,Red,LIGHT,NJ,8/15/1988 22:30
5931,Buchanan,Red,CIRCLE,NY,8/15/1988 23:00
5932,Harvey,Red,OTHER,MI,8/18/1988 14:45
5933,Splendora,Red,SPHERE,TX,8/20/1988 0:00
5934,Porterville,Red,LIGHT,CA,8/20/1988 4:00
5935,Clayton,Red,SPHERE,NC,8/20/1988 19:30
5936,New York City,Red,SPHERE,NY,8/20/1988 22:00
5937,Farmington,YELLOW,LIGHT,NM,8/20/1988 23:00
5938,Neb.-Mo. Line,Red,FIREBALL,MO,8/21/1988 20:00
5939,Las Vegas,Red,LIGHT,NV,8/30/1988 6:00
5940,Carlsberg,Red,DISK,WA,9/1/1988 5:30
5941,Roswell,Red,DISK,NM,9/1/1988 17:30
5942,Yukon,Red,LIGHT,OK,9/1/1988 20:00
5943,Vaughn,Red,LIGHT,NM,9/1/1988 21:00
5944,Harvard,Red,SPHERE,MA,9/3/1988 15:30
5945,Dolly Sods Wilderness Area,Red,CIGAR,WV,9/9/1988 21:50
5946,Oakvale,Red,CYLINDER,WV,9/12/1988 23:30
5947,Darlington,Red,LIGHT,LA,9/15/1988 3:00
5948,Riverside,Red,FLASH,CA,9/20/1988 3:00
5949,New York City,Red,CIRCLE,NY,9/20/1988 18:00
5950,Mansfield,Red,SPHERE,OH,9/20/1988 22:50
5951,Detroit,Red,OVAL,MI,9/21/1988 15:51
5952,Monroe,Red,CIRCLE,WI,9/28/1988 21:00
5953,New Castle,Red,TRIANGLE,DE,9/30/1988 21:00
5954,Fishkill,Red,FORMATION,NY,10/2/1988 22:30
5955,Vermillion,Red,RECTANGLE,OH,10/7/1988 21:40
5956,Milwaukee,Red,TRIANGLE,WI,10/10/1988 18:00
5957,New Gloucester,Red,LIGHT,ME,10/10/1988 21:00
5958,Boulder,Red,LIGHT,CO,10/10/1988 22:00
5959,Seattle,Red,LIGHT,WA,10/10/1988 22:45
5960,Greers Ferry,Red,CIRCLE,AR,10/15/1988 0:30
5961,Bremerton,Red,CIRCLE,WA,10/15/1988 2:00
5962,Tacoma,Red,CIRCLE,WA,10/15/1988 13:00
5963,Orono,Red,TRIANGLE,ME,10/15/1988 19:55
5964,Missouri,Red,LIGHT,MO,10/15/1988 20:00
5965,Pilot Knob,Red,CIGAR,MO,10/15/1988 20:00
5966,Belle,Red,LIGHT,MO,10/15/1988 20:15
5967,Loveland,Red,CHEVRON,CO,10/15/1988 20:30
5968,Odessa,RED,CIRCLE,TX,10/15/1988 21:00
5969,Masfield,BLUE,LIGHT,OH,10/15/1988 22:00
5970,Big Spring,Red,OTHER,TX,10/15/1988 22:45
5971,Barnhart,Red,CYLINDER,NH,10/15/1988 23:30
5972,Philadelphia,Red,OVAL,PA,10/16/1988 9:30
5973,Tinker AFB,Red,CHEVRON,OK,10/17/1988 3:30
5974,Charlotte,GREEN,TRIANGLE,MI,10/17/1988 23:00
5975,Spokane,Red,VARIOUS,WA,10/20/1988 21:30
5976,Holmes,Red,FORMATION,NY,10/21/1988 21:00
5977,New York City,Red,SPHERE,NY,10/22/1988 20:30
5978,Interstate 10,Red,OVAL,LA,10/22/1988 22:33
5979,Green River,Red,CONE,UT,10/22/1988 23:16
5980,Miami,Red,LIGHT,FL,10/25/1988 5:00
5981,Rimini,Red,DISK,SC,10/26/1988 23:00
5982,Miami,Red,LIGHT,FL,10/28/1988 3:00
5983,Collinsville,Red,LIGHT,IL,10/30/1988 22:00
5984,Tacoma,Red,DISK,WA,10/31/1988 4:00
5985,Tryon,ORANGE,TRIANGLE,OK,10/31/1988 22:00
5986,Clackamas,Red,CYLINDER,OR,11/1/1988 21:00
5987,Fort Lewis,Red,CIRCLE,WA,11/11/1988 19:00
5988,Sweetwater,GREEN,VARIOUS,TX,11/14/1988 22:30
5989,Dexter,Red,DISK,NY,11/15/1988 5:30
5990,Dexter,Red,DISK,NY,11/15/1988 5:30
5991,Dexter,Red,DISK,NY,11/15/1988 5:30
5992,Stockton,RED,TRIANGLE,CA,11/15/1988 18:00
5993,Scaley,Red,DISK,NC,11/15/1988 22:30
5994,Tecumseh,Red,OTHER,OK,11/19/1988 1:30
5995,Anaheim,Red,CIRCLE,CA,11/19/1988 18:15
5996,Anaheim,Red,DISK,CA,11/19/1988 18:15
5997,Sunnyvale,Red,OTHER,CA,11/19/1988 20:30
5998,El Dorado Hills,Red,LIGHT,CA,11/27/1988 1:30
5999,Alamogordo,Red,LIGHT,NM,11/27/1988 21:00
6000,Hickory Plains,Red,LIGHT,AR,11/30/1988 4:30
6001,south of the border,Red,DISK,NC,12/1/1988 22:00
6002,Fort Lauderdale,YELLOW,CIRCLE,FL,12/1/1988 23:30
6003,Hilo,Red,LIGHT,HI,12/2/1988 22:30
6004,Ohio City,Red,DISK,OH,12/14/1988 9:00
6005,Liberty,Red,TRIANGLE,NC,12/15/1988 23:30
6006,Miami to St. Paul,Red,VARIOUS,IL,12/20/1988 21:00
6007,Santa Rosa,Red,VARIOUS,CA,12/22/1988 3:55
6008,I-10,Red,LIGHT,TX,12/23/1988 1:01
6009,Ovid,Red,FORMATION,MI,12/23/1988 20:35
6010,Memphis,Red,LIGHT,TN,1/1/1989 23:00
6011,Wagoner,Red,LIGHT,OK,1/1/1989 23:59
6012,Philadelphia,Red,CIGAR,PA,1/5/1989 0:15
6013,Fort Collins,Red,LIGHT,CO,1/7/1989 17:32
6014,Jackson,Red,FIREBALL,NJ,1/10/1989 23:00
6015,San Diego,Red,LIGHT,CA,1/10/1989 23:30
6016,Wenatchee,Red,VARIOUS,WA,1/15/1989 15:00
6017,San Bernardino,Red,LIGHT,CA,1/15/1989 22:00
6018,Laramie,Red,OTHER,WY,1/17/1989 20:00
6019,Laramie,Red,DISK,WY,1/19/1989 20:15
6020,Bourbonnais,Red,OTHER,IL,1/20/1989 18:00
6021,Montgomery,Red,LIGHT,IL,1/29/1989 23:00
6022,Waldorf,Red,OVAL,MD,2/1/1989 12:00
6023,Mahogany Hammock,Red,DISK,FL,2/4/1989 23:30
6024,Mont Alto,Red,OVAL,PA,2/10/1989 18:00
6025,Chicago,Red,OTHER,IL,2/11/1989 22:00
6026,Kenosha,Red,OTHER,WI,2/12/1989 19:00
6027,Savannah,Red,OTHER,GA,2/15/1989 5:00
6028,Shiocton,YELLOW,OTHER,WI,2/15/1989 22:00
6029,Eastern border,Red,LIGHT,UT,2/27/1989 23:00
6030,Fort Worth,Red,LIGHT,TX,3/1/1989 1:30
6031,Marshall Creek,Red,DISK,PA,3/1/1989 12:15
6032,Poughkeepsie,Red,CHEVRON,NY,3/1/1989 20:00
6033,Yakima,BLUE,LIGHT,WA,3/1/1989 21:00
6034,New Lenox,Red,EGG,IL,3/6/1989 1:00
6035,Sheridan,Red,LIGHT,MT,3/10/1989 22:30
6036,Houston,Red,SPHERE,TX,3/12/1989 23:45
6037,Tulsa,Red,RECTANGLE,OK,3/15/1989 19:00
6038,Rockfish,Red,TRIANGLE,VA,3/15/1989 19:30
6039,Woodstock,Red,CIRCLE,GA,3/15/1989 23:30
6040,Grand Junction,Red,VARIOUS,CO,4/1/1989 9:30
6041,Wallops Island,Red,CYLINDER,VA,4/2/1989 13:00
6042,Idaho Falls,Red,RECTANGLE,ID,4/15/1989 3:30
6043,Mentone,RED,OTHER,CA,4/16/1989 18:00
6044,New York City,Red,OTHER,NY,4/19/1989 20:00
6045,Walnut Cove,RED,TRIANGLE,NC,4/21/1989 1:00
6046,Port Townsend,Red,CIGAR,WA,4/23/1989 14:00
6047,Lemoore,RED,OTHER,CA,5/1/1989 17:00
6048,Golden Shores,Red,FORMATION,AZ,5/1/1989 22:00
6049,Palo,Red,LIGHT,IA,5/1/1989 22:00
6050,Tuttle,Red,FORMATION,OK,5/1/1989 22:00
6051,Sedona,Red,OTHER,AZ,5/5/1989 17:00
6052,Talladega,Red,RECTANGLE,AL,5/7/1989 11:50
6053,Richmond,Red,CIGAR,VA,5/8/1989 14:00
6054,Tucson,Red,OTHER,AZ,5/10/1989 11:00
6055,Wichita Falls,GREEN BLUE,OVAL,TX,5/12/1989 14:30
6056,Tazewell,Red,OVAL,VA,5/12/1989 23:00
6057,Louisiana,Red,TRIANGLE,LA,5/15/1989 1:00
6058,Malvern,Red,TRIANGLE,AR,5/15/1989 1:00
6059,Tyler,Red,LIGHT,TX,5/15/1989 2:00
6060,Hooksett,Red,LIGHT,NH,5/15/1989 14:00
6061,Interstate 40,Red,CIRCLE,AZ,5/15/1989 20:00
6062,Barneveld,Red,TRIANGLE,NY,5/15/1989 21:30
6063,Manassas,Red,TRIANGLE,VA,5/15/1989 21:30
6064,Ridgecrest,Red,FIREBALL,CA,5/15/1989 22:00
6065,Kent,Red,CHEVRON,CT,5/15/1989 22:30
6066,Quitman,Red,CIRCLE,MS,5/19/1989 20:00
6067,San Diego,Red,OTHER,CA,5/30/1989 16:00
6068,Baker City,Red,LIGHT,OR,5/30/1989 21:00
6069,Chicago,Red,FORMATION,IL,6/1/1989 0:00
6070,New Mexico,Red,SPHERE,NM,6/1/1989 0:00
6071,Peoria,Red,CIRCLE,IL,6/1/1989 0:00
6072,Whitehouse Station,Red,DISK,NJ,6/1/1989 0:00
6073,San Diego,Red,OTHER,CA,6/1/1989 2:00
6074,Mansfield,Red,OTHER,OH,6/1/1989 4:55
6075,Daytona Beach,ORANGE,SPHERE,FL,6/1/1989 6:50
6076,Rhinebeck,Red,CHEVRON,NY,6/1/1989 16:00
6077,Groveland,Red,LIGHT,NY,6/1/1989 19:00
6078,Dallas,Red,CIGAR,TX,6/1/1989 20:00
6079,Hilo,Red,LIGHT,HI,6/1/1989 20:00
6080,New Cumberland,Red,RECTANGLE,PA,6/1/1989 21:00
6081,Pittsfield,BLUE,DISK,MA,6/1/1989 21:00
6082,Wheelock,Red,OTHER,VT,6/1/1989 21:30
6083,South Elgin,Red,LIGHT,IL,6/1/1989 22:00
6084,Vandalia,Red,TRIANGLE,MO,6/1/1989 22:00
6085,Enloe,Red,TRIANGLE,TX,6/1/1989 23:00
6086,New York City,Red,LIGHT,NY,6/1/1989 23:00
6087,Roswell,Red,LIGHT,NM,6/1/1989 23:00
6088,Upper Marlboro,Red,DISK,MD,6/1/1989 23:00
6089,Macon,Red,CIRCLE,GA,6/2/1989 21:00
6090,Hooverson Heights,Red,OTHER,WV,6/7/1989 22:00
6091,Sacramento,Red,OTHER,CA,6/11/1989 18:40
6092,Port Isabel,Red,DISK,TX,6/12/1989 17:00
6093,Houston,Red,OTHER,TX,6/12/1989 22:30
6094,Kansas City,Red,VARIOUS,MO,6/15/1989 0:00
6095,Point Pleasant,Red,LIGHT,WV,6/15/1989 2:00
6096,Orem,BLUE,FORMATION,UT,6/15/1989 18:15
6097,Bakersfield,Red,DISK,CA,6/15/1989 20:00
6098,Brockton,Red,DISK,MA,6/15/1989 20:00
6099,Rancho,Red,LIGHT,CA,6/15/1989 20:00
6100,Pensacola,Red,LIGHT,FL,6/15/1989 20:30
6101,Patten,Red,TRIANGLE,ME,6/15/1989 21:00
6102,Cashmere,Red,LIGHT,WA,6/15/1989 22:00
6103,Severna Park,Red,LIGHT,MD,6/20/1989 1:00
6104,Albuquerque,Red,FORMATION,NM,6/20/1989 22:45
6105,Palm City,GREEN,LIGHT,FL,6/23/1989 22:00
6106,Sparta,Red,LIGHT,TN,6/25/1989 23:59
6107,Des Moines,Red,DISK,IA,6/30/1989 1:00
6108,Fort Jackson,Red,TRIANGLE,SC,6/30/1989 1:00
6109,Rathdrum,Red,SPHERE,CO,6/30/1989 16:00
6110,Banning,Red,TRIANGLE,CA,6/30/1989 21:00
6111,Ellenville,Red,OTHER,NY,6/30/1989 21:00
6112,Coolidge,Red,TRIANGLE,AZ,6/30/1989 21:30
6113,None,Red,OTHER,CO,6/30/1989 22:30
6114,Hebo,ORANGE,SPHERE,OR,7/1/1989 1:00
6115,Cedar Rapids,Red,TRIANGLE,IA,7/1/1989 3:30
6116,Laramie,Red,OTHER,WY,7/1/1989 14:00
6117,Green Bay,Red,CIRCLE,WI,7/1/1989 15:00
6118,Tupelo,GREEN,DISK,MS,7/1/1989 21:00
6119,Berkshire,Red,CHEVRON,NY,7/1/1989 21:30
6120,Stony Point,Red,TRIANGLE,NY,7/1/1989 22:00
6121,Lovell,Red,TRIANGLE,ME,7/1/1989 23:00
6122,Lawrence,Red,CHEVRON,KS,7/3/1989 22:30
6123,Belleville,Red,TRIANGLE,KS,7/3/1989 23:00
6124,Morganton,Red,SPHERE,NC,7/4/1989 12:30
6125,Los Angelas,Red,DISK,CA,7/4/1989 21:00
6126,Loveland,Red,CIGAR,CO,7/5/1989 23:30
6127,Waterford,Red,LIGHT,MI,7/6/1989 2:30
6128,Blyth,Red,RECTANGLE,AZ,7/7/1989 1:30
6129,Destin,RED,FIREBALL,FL,7/9/1989 7:00
6130,Beardstown,Red,CIRCLE,IL,7/9/1989 20:20
6131,Daytona Beach,GREEN,OTHER,FL,7/10/1989 0:00
6132,Mansfield,Red,LIGHT,OH,7/10/1989 23:00
6133,Sea Isle,Red,SPHERE,NJ,7/12/1989 5:00
6134,Defiance,Red,TRIANGLE,OH,7/15/1989 1:30
6135,Fire Mountain,Red,TRIANGLE,NV,7/15/1989 3:00
6136,St. Clair Shores,Red,SPHERE,MI,7/15/1989 6:00
6137,Avilla,RED,TRIANGLE,AR,7/15/1989 20:00
6138,Fresno,Red,FIREBALL,CA,7/15/1989 21:00
6139,Marion,Red,DISK,IN,7/17/1989 22:00
6140,Nags Head,Red,VARIOUS,NC,7/20/1989 22:00
6141,Waterloo,Red,SPHERE,IA,7/25/1989 20:00
6142,Jackson,Red,LIGHT,NJ,7/25/1989 22:00
6143,Beaverton,Red,CYLINDER,OR,7/26/1989 21:00
6144,Santa Rosa,RED ORANGE,SPHERE,CA,7/26/1989 22:00
6145,Clarksville,Red,LIGHT,IN,8/1/1989 11:00
6146,Yountville,Red,DISK,CA,8/1/1989 16:00
6147,San Diego,ORANGE,FORMATION,CA,8/1/1989 23:00
6148,Elk Park,Red,TRIANGLE,NC,8/1/1989 23:30
6149,Corpus Christi,Red,TRIANGLE,TX,8/3/1989 1:00
6150,Chappaqua,Red,CYLINDER,NY,8/8/1989 20:00
6151,The Dalles,Red,TRIANGLE,OR,8/8/1989 22:00
6152,Redmond,Red,TRIANGLE,OR,8/10/1989 0:00
6153,Martinsburg,Red,TRIANGLE,WV,8/10/1989 3:00
6154,Tupelo,Red,CYLINDER,MS,8/10/1989 14:00
6155,Novato,Red,DISK,CA,8/10/1989 18:00
6156,Portsmouth,Red,EGG,NH,8/11/1989 18:00
6157,St. Joseph,Red,LIGHT,MO,8/15/1989 0:00
6158,Dayton,Red,SPHERE,TX,8/15/1989 1:00
6159,Highlands,Red,OTHER,NC,8/15/1989 20:30
6160,Ft. Carson,Red,DISK,NM,8/18/1989 12:00
6161,Cleveland,Red,DISK,OH,8/19/1989 12:00
6162,North Kingstown,Red,LIGHT,RI,8/20/1989 14:00
6163,Grahamsville,Red,RECTANGLE,NY,8/22/1989 22:15
6164,Accokeek,Red,LIGHT,MD,8/24/1989 23:45
6165,Key West,Red,TEARDROP,FL,8/30/1989 20:05
6166,Roswell,Red,LIGHT,GA,9/1/1989 0:00
6167,Franklin,Red,SPHERE,NC,9/1/1989 14:00
6168,Hiddenite,RED,DISK,NC,9/1/1989 18:00
6169,Cincinnati,Red,TRIANGLE,OH,9/1/1989 20:00
6170,DuQuoin,Red,DISK,IL,9/2/1989 18:30
6171,Glennie,Red,LIGHT,MI,9/3/1989 4:00
6172,Palm Springs,Red,DISK,CA,9/6/1989 16:58
6173,Bellevue,Red,SPHERE,WA,9/6/1989 19:00
6174,Kent Cliffs,RED,DISK,NY,9/10/1989 23:00
6175,Englewood,Red,OTHER,FL,9/12/1989 0:00
6176,Waterloo,Red,OVAL,IA,9/12/1989 0:00
6177,Rocky Point,Red,LIGHT,NY,9/15/1989 2:00
6178,Austin,Red,CIRCLE,TX,9/15/1989 21:00
6179,California desert,Red,LIGHT,CA,9/15/1989 21:00
6180,Peekskill,Red,LIGHT,NY,9/15/1989 22:30
6181,Mt. Morris,Red,RECTANGLE,NY,9/15/1989 23:35
6182,Grandview,Red,CIRCLE,MO,9/17/1989 5:37
6183,Sierra Madre,Red,TEARDROP,CA,9/20/1989 16:00
6184,Oak Ridge,Red,DISK,TN,9/27/1989 20:30
6185,Miami,Red,CHEVRON,FL,9/29/1989 6:15
6186,McAlpin,ORANGE,LIGHT,FL,9/30/1989 22:00
6187,MacKay,Red,DISK,ID,10/1/1989 16:00
6188,Ft. Walton Beach,Red,CIRCLE,FL,10/1/1989 18:00
6189,Winchester,ORANGE,OVAL,KY,10/1/1989 18:00
6190,Jacksonville,Red,CIRCLE,IL,10/1/1989 20:00
6191,Pawling,Red,OVAL,NY,10/1/1989 20:00
6192,Carmichael,Red,RECTANGLE,CA,10/1/1989 21:30
6193,Orono,Red,DISK,ME,10/1/1989 21:30
6194,Harrison,Red,OTHER,NY,10/7/1989 23:00
6195,Calabasas,Red,DISK,CA,10/10/1989 0:00
6196,Centralia,Red,TRIANGLE,WA,10/10/1989 21:00
6197,Kranklin,Red,TRIANGLE,KY,10/10/1989 21:00
6198,Kewanee,Red,SPHERE,IL,10/11/1989 21:00
6199,Kewanee,Red,SPHERE,IL,10/11/1989 21:00
6200,Hampton,Red,CIGAR,VA,10/15/1989 5:00
6201,Morgantown,Red,TRIANGLE,WV,10/15/1989 10:30
6202,Batesville,Red,DISK,AR,10/15/1989 19:00
6203,Bloomingdale,BLUE,SPHERE,NJ,10/15/1989 20:00
6204,Mint Hill,Red,TRIANGLE,NC,10/15/1989 20:00
6205,Glennallen,Red,LIGHT,AK,10/15/1989 22:00
6206,Tucson,Red,SPHERE,AZ,10/16/1989 8:00
6207,Norwalk,Red,TRIANGLE,CT,10/17/1989 19:00
6208,San Jose,Red,TRIANGLE,CA,10/17/1989 21:00
6209,San Jose,Red,FLASH,CA,10/17/1989 22:30
6210,Wallingford,Red,OVAL,CT,10/18/1989 13:00
6211,Forest City,Red,DISK,NC,10/18/1989 21:00
6212,Shasta Lake,Red,DIAMOND,CA,10/18/1989 21:30
6213,West Palm Beach,Red,CYLINDER,FL,10/20/1989 0:00
6214,Newfoundland,Red,OTHER,PA,10/20/1989 3:00
6215,Diamond Bar,Red,VARIOUS,CA,10/20/1989 18:30
6216,Fayetteville,Red,FIREBALL,NC,10/22/1989 0:00
6217,De Soto,Red,OVAL,MO,10/30/1989 20:00
6218,El Jebel,Red,LIGHT,CO,10/31/1989 18:30
6219,Amesville,RED,TRIANGLE,CT,11/1/1989 20:00
6220,Dallas,Red,VARIOUS,TX,11/1/1989 20:25
6221,Groom Lake,Red,EGG,NV,11/5/1989 2:00
6222,Kingman,GREEN,SPHERE,AZ,11/6/1989 2:00
6223,Washburn,RED,CIRCLE,MO,11/7/1989 19:30
6224,Phoenix,Red,LIGHT,AZ,11/10/1989 23:00
6225,Oklahoma,ORANGE,SPHERE,OK,11/14/1989 19:00
6226,Sapulpa,Red,TRIANGLE,OK,11/14/1989 20:00
6227,Dexter,Red,DISK,NY,11/15/1989 5:30
6228,San Antonio,Red,DIAMOND,TX,11/15/1989 18:00
6229,Currituck County,BLUE,DISK,NC,11/15/1989 22:00
6230,Wolf Creek drainage,Red,SPHERE,OR,11/15/1989 23:00
6231,Cooper City,Red,TRIANGLE,FL,11/22/1989 21:00
6232,Tallahassee,Red,SPHERE,FL,11/24/1989 12:00
6233,Davis,Red,TRIANGLE,CA,11/24/1989 13:30
6234,New Haven,Red,CIGAR,CT,11/25/1989 18:30
6235,Theresa,Red,TRIANGLE,WI,11/25/1989 19:00
6236,Monroe,Red,LIGHT,LA,11/25/1989 22:00
6237,Dallas,Red,TRIANGLE,TX,11/26/1989 21:35
6238,Peace Vally,ORANGE,EGG,MO,11/28/1989 18:35
6239,Alvin,RED GREEN BLUE,SPHERE,TX,12/1/1989 17:30
6240,Kansas City,Red,OTHER,MO,12/1/1989 19:00
6241,Vancleave,Red,TRIANGLE,MS,12/1/1989 19:00
6242,Grand Canyon,Red,FORMATION,AZ,12/1/1989 21:00
6243,Independence,Red,TRIANGLE,MO,12/1/1989 22:00
6244,Bushnell,Red,TRIANGLE,FL,12/4/1989 1:55
6245,Cape May,ORANGE,SPHERE,NJ,12/10/1989 22:00
6246,Douglas Island,Red,SPHERE,AK,12/12/1989 7:00
6247,Tusayan,Red,DISK,AZ,12/13/1989 17:30
6248,Pineville,Red,RECTANGLE,LA,12/13/1989 23:00
6249,Glennwood,Red,SPHERE,OR,12/15/1989 18:00
6250,Sunnyvale,Red,OTHER,CA,12/16/1989 0:00
6251,Mosheim,Red,OVAL,TN,12/17/1989 22:00
6252,Cicero,Red,LIGHT,NY,12/22/1989 3:00
6253,Chicago,Red,DISK,IL,12/23/1989 8:00
6254,Hockessin,Red,SPHERE,DE,12/23/1989 20:00
6255,Orrington,Red,TRIANGLE,ME,12/24/1989 23:45
6256,Ocala,Red,TRIANGLE,FL,12/31/1989 23:00
6257,Minneapolis,Red,LIGHT,MN,1/1/1990 0:00
6258,no data,Red,LIGHT,NV,1/1/1990 23:00
6259,Barkhamsted,Red,LIGHT,CT,1/3/1990 20:00
6260,New Orleans,Red,DISK,LA,1/6/1990 22:00
6261,Sutton,Red,VARIOUS,AK,1/7/1990 9:00
6262,Americus,Red,OVAL,IN,1/11/1990 3:30
6263,Livingston,Red,CIRCLE,CA,1/14/1990 20:00
6264,Platteville,RED ORANGE,DISK,WI,1/15/1990 1:00
6265,Hiawassee,Red,TRIANGLE,GA,1/15/1990 12:30
6266,Melvin,Red,DISK,IL,1/15/1990 18:30
6267,Richmond,Red,TRIANGLE,VA,1/23/1990 20:00
6268,Brigantine,Red,LIGHT,NJ,2/1/1990 21:00
6269,Murfreesboro,Red,OVAL,TN,2/2/1990 17:10
6270,Douglas,Red,OTHER,GA,2/3/1990 11:30
6271,Lansing,ORANGE,FORMATION,MI,2/4/1990 2:16
6272,Sleepy Creek,Red,LIGHT,NC,2/5/1990 21:00
6273,Plattsburg,YELLOW,LIGHT,NY,2/9/1990 2:30
6274,Indianapolis,Red,TEARDROP,IN,2/14/1990 9:24
6275,Davenport,Red,TRIANGLE,IA,2/14/1990 19:30
6276,Boston,Red,OTHER,MA,2/15/1990 15:30
6277,Brockton,Red,OTHER,MA,2/15/1990 20:15
6278,Brockton,Red,TRIANGLE,MA,2/15/1990 20:17
6279,Waterloo,Red,FORMATION,IL,2/15/1990 21:00
6280,Brownsburg,Red,SPHERE,IN,2/20/1990 6:40
6281,Wimberley,Red,TRIANGLE,TX,2/25/1990 22:45
6282,San Clemente,Red,DISK,CA,2/28/1990 22:00
6283,Williston,BLUE,FIREBALL,FL,3/1/1990 21:00
6284,Maryville,Red,OTHER,TN,3/15/1990 17:30
6285,Valley Mills,Red,OVAL,TX,3/15/1990 19:00
6286,Sitka,RED BLUE,LIGHT,AK,3/15/1990 20:50
6287,Farmville,Red,DISK,NC,3/15/1990 22:00
6288,Los Altos,Red,LIGHT,CA,3/15/1990 22:00
6289,Janesville,Red,LIGHT,WI,3/15/1990 22:30
6290,Buena Park,Red,LIGHT,CA,4/10/1990 20:35
6291,Indianapolis,Red,CIRCLE,IN,4/14/1990 6:30
6292,Knoxville,Red,OTHER,TN,4/15/1990 0:05
6293,Charlottesville,Red,OTHER,VA,4/15/1990 1:30
6294,Thornwood,Red,LIGHT,NY,4/15/1990 22:00
6295,Datil,Red,DISK,NM,4/27/1990 7:20
6296,East Windsor,Red,TEARDROP,NJ,5/1/1990 13:00
6297,Kingman,Red,FLASH,AZ,5/1/1990 20:00
6298,New Castle,Red,LIGHT,PA,5/1/1990 20:30
6299,Malibu,Red,DISK,CA,5/4/1990 12:20
6300,Arlington,Red,CHEVRON,VA,5/5/1990 21:40
6301,Canton,Red,CIRCLE,OH,5/15/1990 13:35
6302,Tioga,Red,CIGAR,LA,5/15/1990 17:50
6303,Raymond,Red,OVAL,NH,5/15/1990 19:30
6304,West Point,Red,TRIANGLE,NY,5/15/1990 20:00
6305,Norwalk,Red,OTHER,CA,5/19/1990 17:15
6306,Seneca,RED,LIGHT,SC,5/21/1990 20:50
6307,Perl Island,Red,SPHERE,AK,5/22/1990 23:00
6308,Eugene,RED,LIGHT,OR,5/24/1990 23:00
6309,South Fallsburg,Red,CIRCLE,NY,5/25/1990 10:00
6310,Stanwood,Red,RECTANGLE,WA,5/26/1990 21:00
6311,Lenexa,Red,OTHER,KS,5/26/1990 23:15
6312,Sante Fe,Red,TRIANGLE,NM,5/28/1990 17:00
6313,Lextington,Red,FIREBALL,OH,5/29/1990 1:15
6314,Florissant,Red,SPHERE,MO,6/1/1990 0:00
6315,Levitown,RED,DIAMOND,NY,6/1/1990 2:30
6316,Lewisburg,Red,LIGHT,PA,6/1/1990 5:00
6317,Bridgeton,Red,DISK,NJ,6/1/1990 7:00
6318,Santa Rosa,Red,SPHERE,CA,6/1/1990 11:00
6319,Allentown,Red,OTHER,PA,6/1/1990 12:00
6320,Greenville,Red,DISK,DE,6/1/1990 12:00
6321,Orting,Red,DISK,WA,6/1/1990 12:00
6322,San Diego,Red,RECTANGLE,CA,6/1/1990 12:00
6323,Delta,Red,CIGAR,LA,6/1/1990 20:00
6324,Elfin Forest,Red,LIGHT,CA,6/1/1990 20:00
6325,Henryetta,Red,LIGHT,OK,6/1/1990 20:00
6326,Maryland,Red,TRIANGLE,MD,6/1/1990 20:00
6327,Cannon,RED,CHEVRON,NY,6/1/1990 21:00
6328,The Dalles,Red,TRIANGLE,OR,6/1/1990 21:00
6329,Fullerton,Red,CIRCLE,CA,6/1/1990 22:00
6330,Fullerton,Red,DISK,CA,6/1/1990 22:00
